"repo_path","original_path","original_filename","repo_filename","file_type","description","related_manuscript_section","related_figure_or_table","public_release_status","copied_status","notes"
"source_data/fig5_uv_absorbance_3.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5b_file_mapping_source.csv","fig5b_file_mapping_source.csv","fig5_uv_absorbance_3.csv","tabular_data","Source UV absorbance/release data supporting Figure 5.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as fig5_uv_absorbance_3.csv instead of fig5_uv_absorbance.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"source_data/fig5_uv_absorbance_4.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5b_release_uv_source.csv","fig5b_release_uv_source.csv","fig5_uv_absorbance_4.csv","tabular_data","Source UV absorbance/release data supporting Figure 5.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as fig5_uv_absorbance_4.csv instead of fig5_uv_absorbance.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"source_data/fig5_uv_absorbance_5.csv","D:\Claude code\nature_comm_figures\outputs\source_data\fig5b_uv_long_source.csv","fig5b_uv_long_source.csv","fig5_uv_absorbance_5.csv","tabular_data","Source UV absorbance/release data supporting Figure 5.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as fig5_uv_absorbance_5.csv instead of fig5_uv_absorbance.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"source_data/README.md","","","README.md","text_document","Generated repository metadata or directory README.","Repository documentation and reproducibility","","public_generated","generated","Created during Phase 2 staging; not copied from source project files."
"validation_data/flowthrough_images/README.md","E:\桌面\办公\符\论文\药学大模型推进\data 2\image\自行压片\亚甲蓝","亚甲蓝","README.md","documentation","README for representative sampled flow-through validation images.","Validation data","Flow-through validation images","public_sampled_data","generated","Generated to document the sampled validation images and confidentiality scope."
"validation_data/uv_absorbance_values/fig5b_release_uv_missing_values.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_release_uv_missing_values.csv","fig5b_release_uv_missing_values.csv","fig5b_release_uv_missing_values.csv","tabular_data","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"validation_data/uv_absorbance_values/fig5b_release_uv_replicate_counts.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_release_uv_replicate_counts.csv","fig5b_release_uv_replicate_counts.csv","fig5b_release_uv_replicate_counts.csv","tabular_data","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"validation_data/uv_absorbance_values/fig5b_release_uv_template.csv","D:\Claude code\nature_comm_figures\data_templates\fig5b_release_uv_template.csv","fig5b_release_uv_template.csv","fig5b_release_uv_template.csv","tabular_data","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"validation_data/uv_absorbance_values/fig5b_uv_qc.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_uv_qc.csv","fig5b_uv_qc.csv","fig5b_uv_qc.csv","tabular_data","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance.csv","","","gliclazide_uv_absorbance.csv","tabular_data","Preferred public CSV for gliclazide UV absorbance validation values.","Validation data","UV validation values","covered_by_existing_spreadsheets_needs_review","found_equivalent_needs_review","Exact CSV filename is absent, but real gliclazide_uv_absorbance_*.xlsx spreadsheets are present. Convert to CSV only from real data after approval."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance.csv","","","methylene_blue_uv_absorbance.csv","tabular_data","Preferred public CSV for methylene-blue UV absorbance validation values.","Validation data","Figure 5","covered_by_existing_spreadsheets_needs_review","found_equivalent_needs_review","Exact CSV filename is absent, but methylene_blue_uv_absorbance*.xlsx spreadsheets are present. Convert/copy only from real data after approval."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0417-紫外-亚甲蓝-标准粘度.xlsx","0417-紫外-亚甲蓝-标准粘度.xlsx","methylene_blue_uv_absorbance.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_10.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0521-紫外-亚甲蓝-低粘度-2.xlsx","0521-紫外-亚甲蓝-低粘度-2.xlsx","methylene_blue_uv_absorbance_10.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_10.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_11.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0522-紫外-亚甲蓝-高粘度.xlsx","0522-紫外-亚甲蓝-高粘度.xlsx","methylene_blue_uv_absorbance_11.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_11.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_12.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0522-紫外-亚甲蓝-高粘度-2.xlsx","0522-紫外-亚甲蓝-高粘度-2.xlsx","methylene_blue_uv_absorbance_12.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_12.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_13.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0523-紫外-亚甲蓝-GPTS.xlsx","0523-紫外-亚甲蓝-GPTS.xlsx","methylene_blue_uv_absorbance_13.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_13.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_14.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0524-紫外-亚甲蓝-Gemini.xlsx","0524-紫外-亚甲蓝-Gemini.xlsx","methylene_blue_uv_absorbance_14.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_14.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_15.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0524-紫外-亚甲蓝-GPTS.xlsx","0524-紫外-亚甲蓝-GPTS.xlsx","methylene_blue_uv_absorbance_15.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_15.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_16.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0525-紫外-亚甲蓝-Gemini.xlsx","0525-紫外-亚甲蓝-Gemini.xlsx","methylene_blue_uv_absorbance_16.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_16.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_17.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0525-紫外-亚甲蓝-Qwen.xlsx","0525-紫外-亚甲蓝-Qwen.xlsx","methylene_blue_uv_absorbance_17.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_17.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_18.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0526-紫外-亚甲蓝-Qwen.xlsx","0526-紫外-亚甲蓝-Qwen.xlsx","methylene_blue_uv_absorbance_18.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_18.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_2.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0418-紫外亚甲蓝-低粘度.xlsx","0418-紫外亚甲蓝-低粘度.xlsx","methylene_blue_uv_absorbance_2.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_2.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_3.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0420-紫外亚甲蓝-高粘度.xlsx","0420-紫外亚甲蓝-高粘度.xlsx","methylene_blue_uv_absorbance_3.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_3.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_4.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0421-紫外-亚甲蓝-标准粘度.xlsx","0421-紫外-亚甲蓝-标准粘度.xlsx","methylene_blue_uv_absorbance_4.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_4.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_5.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0426-紫外-亚甲蓝-GPTs.xlsx","0426-紫外-亚甲蓝-GPTs.xlsx","methylene_blue_uv_absorbance_5.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_5.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_6.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0427-紫外-亚甲蓝-Gemini.xlsx","0427-紫外-亚甲蓝-Gemini.xlsx","methylene_blue_uv_absorbance_6.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_6.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_7.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0428-紫外-亚甲蓝-Qwen.xlsx","0428-紫外-亚甲蓝-Qwen.xlsx","methylene_blue_uv_absorbance_7.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_7.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_8.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0520-紫外-亚甲蓝-标准粘度.xlsx","0520-紫外-亚甲蓝-标准粘度.xlsx","methylene_blue_uv_absorbance_8.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_8.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/methylene_blue_uv_absorbance_9.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0521-紫外-亚甲蓝-低粘度.xlsx","0521-紫外-亚甲蓝-低粘度.xlsx","methylene_blue_uv_absorbance_9.xlsx","spreadsheet","UV absorbance validation record.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as methylene_blue_uv_absorbance_9.xlsx instead of methylene_blue_uv_absorbance.xlsx. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"validation_data/uv_absorbance_values/README.md","","","README.md","text_document","Generated repository metadata or directory README.","Repository documentation and reproducibility","","public_generated","generated","Created during Phase 2 staging; not copied from source project files."
"workflows/DIS_chatflow.dsl","E:\桌面\办公\符\论文\药学大模型推进\chatflow\DisGPT gpt. Disintegration Workflow（data） (5).yml","DisGPT gpt. Disintegration Workflow（data） (5).yml","DIS_chatflow.dsl","workflow_dsl","Dify DSL export for the DIS Chatflow disintegration visualization-analysis workflow.","Workflow implementation","Workflow diagram; DIS Chatflow","public_reviewed_no_secret_pattern_detected","copied","Copied from approved Dify workflow export and renamed to a stable English .dsl filename."
"workflows/node_descriptions.md","D:\data\pharma\describe\drug identification guide.txt; D:\data\pharma\describe\drug_disintegration_color_change.txt; D:\data\pharma\describe\drug_disintegration_dissolution_medium.txt; D:\data\pharma\describe\drug_disintegration_dissolution_speed_and_time.txt; D:\data\pharma\describe\drug_disintegration_fragment_distribution_with_density.txt; D:\data\pharma\describe\drug_disintegration_introduction.txt; D:\data\pharma\describe\drug_disintegration_physical_state_change.txt; D:\data\pharma\describe\drug_disintegration_shape_change.txt; D:\data\pharma\describe\drug_disintegration_summary.txt; D:\data\pharma\describe\drug_disintegration_surface_texture_change.txt; D:\data\pharma\describe\drug_disintegration_volume_change.txt","drug identification guide.txt; drug_disintegration_color_change.txt; drug_disintegration_dissolution_medium.txt; drug_disintegration_dissolution_speed_and_time.txt; drug_disintegration_fragment_distribution_with_density.txt; drug_disintegration_introduction.txt; drug_disintegration_physical_state_change.txt; drug_disintegration_shape_change.txt; drug_disintegration_summary.txt; drug_disintegration_surface_texture_change.txt; drug_disintegration_volume_change.txt","node_descriptions.md","workflow_documentation","Human-readable explanation of Dify workflow nodes and disintegration-description modules.","Workflow implementation","Workflow diagrams","generated_from_approved_sources","generated","Generated from approved txt files in D:\data\pharma\describe; no synthetic nodes were added."
"workflows/README.md","","","README.md","text_document","Generated repository metadata or directory README.","Repository documentation and reproducibility","","public_generated","generated","Created during Phase 2 staging; not copied from source project files."
"workflows/screenshots/DIS_chatflow_workflow.png","E:\桌面\办公\符\论文\药学大模型推进\chatflow\DisGPT gpt. Disintegration Workflow（data）-whole-workflow.png","DisGPT gpt. Disintegration Workflow（data）-whole-workflow.png","DIS_chatflow_workflow.png","image","Workflow screenshot for manuscript/repository documentation.","Workflow and skill-assisted language-model methods","Workflow figures / Methods","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase. Workflow screenshot candidate; English filename suggested for later copy phase."
"workflows/screenshots/TOMO_chatflow_workflow.png","E:\桌面\办公\符\论文\药学大模型推进\chatflow\DisGPT gpt. Formulation Optimization Workflow（data）-whole-workflow (1).png","DisGPT gpt. Formulation Optimization Workflow（data）-whole-workflow (1).png","TOMO_chatflow_workflow.png","image","Workflow screenshot for manuscript/repository documentation.","Workflow and skill-assisted language-model methods","Workflow figures / Methods","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase. Workflow screenshot candidate; English filename suggested for later copy phase."
"workflows/screenshots/TOMO_chatflow_workflow_2.png","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\DisGPT gpt. Formulation Optimization Workflow（data）-whole-workflow (1).png","DisGPT gpt. Formulation Optimization Workflow（data）-whole-workflow (1).png","TOMO_chatflow_workflow_2.png","image","Workflow screenshot for manuscript/repository documentation.","Workflow and skill-assisted language-model methods","Workflow figures / Methods","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as TOMO_chatflow_workflow_2.png instead of TOMO_chatflow_workflow.png. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase. Workflow screenshot candidate; English filename suggested for later copy phase."
"workflows/TOMO_chatflow.dsl","E:\桌面\办公\符\论文\药学大模型推进\chatflow\DisGPT gpt. Formulation Optimization Workflow（data） (1).yml","DisGPT gpt. Formulation Optimization Workflow（data） (1).yml","TOMO_chatflow.dsl","workflow_dsl","Dify DSL export for the TOMO/MYGO formulation-optimization workflow.","Workflow implementation","Workflow diagram; TOMO Chatflow","public_reviewed_no_secret_pattern_detected","copied","Copied from approved Dify workflow export and renamed to a stable English .dsl filename."
"validation_data/flowthrough_images/representative_sample_images","","","representative_sample_images","image_set","Representative flow-through disintegration validation images.","Validation data","Validation dataset","missing_recommended_needs_source","todo_missing_recommended","Recommended validation images are missing from validation_data/flowthrough_images; only README.md is present. Likely source is approved sampled flow-through image folders."
"example_data/example_uv_data/example_uv_data.csv","","","example_uv_data.csv","example_uv_data","Small public example UV dataset.","Examples","Example data","missing_optional","todo_missing_optional","Optional example UV data are missing. Add only a real small sample if approved; never synthesize UV values."
"tests/README.md","","","README.md","tests","Optional tests placeholder/documentation.","Testing","Repository quality control","missing_optional","todo_missing_optional","Optional tests are not present. Add only real smoke tests or test documentation if authored later."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0410_standard_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0410-紫外-格列齐特-标准粘度.xlsx","0410-紫外-格列齐特-标准粘度.xlsx","gliclazide_uv_absorbance_0410_standard_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0411_low_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0411-紫外-格列齐特-低粘度.xlsx","0411-紫外-格列齐特-低粘度.xlsx","gliclazide_uv_absorbance_0411_low_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0413_high_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0413-紫外-格列齐特-高粘度 .xlsx","0413-紫外-格列齐特-高粘度 .xlsx","gliclazide_uv_absorbance_0413_high_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0414_standard_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0414-紫外-格列齐特-标准粘度.xlsx","0414-紫外-格列齐特-标准粘度.xlsx","gliclazide_uv_absorbance_0414_standard_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0415_low_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0415-紫外-格列齐特-低粘度 .xlsx","0415-紫外-格列齐特-低粘度 .xlsx","gliclazide_uv_absorbance_0415_low_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0416_high_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0416-紫外-格列齐特-高粘度 .xlsx","0416-紫外-格列齐特-高粘度 .xlsx","gliclazide_uv_absorbance_0416_high_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0423_gpts.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0423-紫外-格列齐特-GPTs.xlsx","0423-紫外-格列齐特-GPTs.xlsx","gliclazide_uv_absorbance_0423_gpts.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0424_gemini.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0424-紫外-格列齐特-Gemini.xlsx","0424-紫外-格列齐特-Gemini.xlsx","gliclazide_uv_absorbance_0424_gemini.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0425_qwen.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0425-紫外-格列齐特-Qwen.xlsx","0425-紫外-格列齐特-Qwen.xlsx","gliclazide_uv_absorbance_0425_qwen.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0507_standard_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0507-紫外-格列齐特-标准粘度.xlsx","0507-紫外-格列齐特-标准粘度.xlsx","gliclazide_uv_absorbance_0507_standard_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0508_low_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0508-紫外-格列齐特-低粘度.xlsx","0508-紫外-格列齐特-低粘度.xlsx","gliclazide_uv_absorbance_0508_low_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0509_high_viscosity.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0509-紫外-格列齐特-高粘度.xlsx","0509-紫外-格列齐特-高粘度.xlsx","gliclazide_uv_absorbance_0509_high_viscosity.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0510_gpts.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0510-紫外-格列齐特-GPTs.xlsx","0510-紫外-格列齐特-GPTs.xlsx","gliclazide_uv_absorbance_0510_gpts.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0515_gpts.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0515-紫外-格列齐特-GPTs.xlsx","0515-紫外-格列齐特-GPTs.xlsx","gliclazide_uv_absorbance_0515_gpts.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
"validation_data/uv_absorbance_values/gliclazide_uv_absorbance_0516_gemini.xlsx","E:\桌面\办公\符\论文\药学大模型推进\紫外记录\output\0516-紫外-格列齐特-Gemini.xlsx","0516-紫外-格列齐特-Gemini.xlsx","gliclazide_uv_absorbance_0516_gemini.xlsx","validation_uv_absorbance","Gliclazide UV absorbance validation spreadsheet.","Validation data","UV validation values","public_reviewed_no_secret_pattern_detected","copied","Copied from approved UV output folder and renamed to a stable English filename."
